Pod Name,Container Name,Timestamp,CPU Usage (millicores),Memory Usage (bytes)
oai-smf10-6fcdbd788d-ffxs7,proxy,2024-06-07 14:10:39,49.222,108904Ki
oai-udr10-55dfb7cb7d-n6xhf,proxy,2024-06-07 14:10:41,46.684,103444Ki
oai-udm10-79cb747b85-8js4g,proxy,2024-06-07 14:10:41,30.759,168692Ki
oai-ausf10-595d745bf6-rtdwl,proxy,2024-06-07 14:10:42,27.490,100692Ki
oai-amf10-54d4698cb4-69vcc,proxy,2024-06-07 14:10:42,24.356,183860Ki
oai-smf10-6fcdbd788d-ffxs7,proxy,2024-06-07 14:10:42,50.795,109104Ki
oai-udr10-55dfb7cb7d-n6xhf,proxy,2024-06-07 14:10:44,46.684,103444Ki
oai-udm10-79cb747b85-8js4g,proxy,2024-06-07 14:10:44,30.759,168692Ki
oai-ausf10-595d745bf6-rtdwl,proxy,2024-06-07 14:10:44,27.490,100692Ki
oai-amf10-54d4698cb4-69vcc,proxy,2024-06-07 14:10:45,24.356,183860Ki
oai-smf10-6fcdbd788d-ffxs7,proxy,2024-06-07 14:10:45,50.795,109104Ki
oai-udr10-55dfb7cb7d-n6xhf,proxy,2024-06-07 14:10:47,46.684,103444Ki
oai-udm10-79cb747b85-8js4g,proxy,2024-06-07 14:10:47,30.759,168692Ki
oai-ausf10-595d745bf6-rtdwl,proxy,2024-06-07 14:10:47,27.490,100692Ki
oai-amf10-54d4698cb4-69vcc,proxy,2024-06-07 14:10:48,24.356,183860Ki
oai-smf10-6fcdbd788d-ffxs7,proxy,2024-06-07 14:10:48,50.795,109104Ki
oai-udr10-55dfb7cb7d-n6xhf,proxy,2024-06-07 14:10:50,46.684,103444Ki
oai-udm10-79cb747b85-8js4g,proxy,2024-06-07 14:10:50,30.759,168692Ki
oai-ausf10-595d745bf6-rtdwl,proxy,2024-06-07 14:10:50,27.490,100692Ki
oai-amf10-54d4698cb4-69vcc,proxy,2024-06-07 14:10:50,24.356,183860Ki
